seed,robot count,spring constant,damping coefficient,iteration,moved distance,connectivity,converged
7,2,1,4.8,129,10.95733475,TRUE,TRUE
8,2,1,0.2,84,13.09949416,TRUE,TRUE
8,2,1,0.4,178,20.27129766,TRUE,TRUE
8,2,1,0.6,37,3.320509956,TRUE,TRUE
8,2,1,0.8,59,7.789947679,TRUE,TRUE
8,2,1,1,86,13.51594973,TRUE,TRUE
8,2,1,1.2,80,12.20764584,TRUE,TRUE
8,2,1,1.4,82,12.74371701,TRUE,TRUE
8,2,1,1.6,79,7.560504191,TRUE,TRUE
8,2,1,1.8,72,10.57856926,TRUE,TRUE
8,2,1,2,73,10.67433837,TRUE,TRUE
8,2,1,2.2,51,6.065950558,TRUE,TRUE
8,2,1,2.4,41,2.233239608,TRUE,TRUE
8,2,1,2.6,1,0,TRUE,TRUE
8,2,1,2.8,88,10.34136643,TRUE,TRUE
8,2,1,3,86,8.952769285,TRUE,TRUE
8,2,1,3.2,54,1.994139211,TRUE,TRUE
8,2,1,3.4,60,2.389614329,TRUE,TRUE
8,2,1,3.6,86,6.419678479,TRUE,TRUE
8,2,1,3.8,100,8.456267308,TRUE,TRUE
8,2,1,4,93,6.394679231,TRUE,TRUE
8,2,1,4.2,75,2.804544959,TRUE,TRUE
8,2,1,4.4,109,8.241815421,TRUE,TRUE
8,2,1,4.6,91,4.192362556,TRUE,TRUE
8,2,1,4.8,135,12.2261146,TRUE,TRUE
9,2,1,0.2,69,10.00949078,TRUE,TRUE
9,2,1,0.4,71,10.39089412,TRUE,TRUE
9,2,1,0.6,54,6.754087943,TRUE,TRUE
9,2,1,0.8,97,11.66446007,TRUE,TRUE
9,2,1,1,58,7.72434644,TRUE,TRUE
9,2,1,1.2,57,7.489641493,TRUE,TRUE
9,2,1,1.4,41,4.055759139,TRUE,TRUE
9,2,1,1.6,34,2.600540831,TRUE,TRUE
9,2,1,1.8,42,4.310100467,TRUE,TRUE
9,2,1,2,74,11.02258727,TRUE,TRUE
9,2,1,2.2,74,10.89777176,TRUE,TRUE
9,2,1,2.4,27,0.413296096,TRUE,TRUE
9,2,1,2.6,65,7.029011077,TRUE,TRUE
9,2,1,2.8,56,3.455037821,TRUE,TRUE
9,2,1,3,75,6.482105044,TRUE,TRUE
9,2,1,3.2,62,3.14231106,TRUE,TRUE
9,2,1,3.4,74,4.636739603,TRUE,TRUE
9,2,1,3.6,83,5.618392293,TRUE,TRUE
9,2,1,3.8,88,6.087938452,TRUE,TRUE
9,2,1,4,109,9.628165057,TRUE,TRUE
9,2,1,4.2,111,9.309231448,TRUE,TRUE
9,2,1,4.4,106,7.627430557,TRUE,TRUE
9,2,1,4.6,85,3.27056664,TRUE,TRUE
