seed,robot_count,spring_constant,damping_coefficient,iteration,moved_distance,connectivity,converged
0,16,0.5,2.4,478,258.16738064000003,true,true
0,16,0.5,2.6,505,260.197176395,true,true
0,16,0.5,2.8,557,263.24820246499996,true,true
0,16,0.5,3.0,580,260.17564148499997,true,true
0,16,0.5,3.2,636,265.954075565,true,true
0,16,0.5,3.4,662,268.91793345,true,true
0,16,0.5,3.6,626,257.97860674500004,true,true
0,16,0.5,3.8,645,255.36916523999997,true,true
0,16,0.5,4.0,714,261.37863634499996,true,true
0,16,0.5,4.2,678,256.98093723499994,true,true
0,16,0.5,4.4,710,254.650477385,true,true
0,16,0.5,4.6,710,249.34641208000008,true,true
0,16,0.5,4.8,778,250.19567411999998,true,true
0,64,0.5,0.2,1095,2959.9870773500006,true,true
0,64,0.5,0.4,763,2604.89032355,true,true
0,64,0.5,0.6,698,2504.3592996,true,true
0,64,0.5,0.8,715,2430.2384739500003,true,true
0,64,0.5,1.0,768,2413.5654707500003,true,true
0,64,0.5,1.2,833,2394.26208725,true,true
0,64,0.5,1.4,836,2352.5458104499994,true,true
0,64,0.5,1.6,923,2360.7064786500005,true,true
0,64,0.5,1.8,994,2355.988182,true,true
0,64,0.5,2.0,1061,2350.6476047,true,true
0,64,0.5,2.2,1130,2346.2735528,true,true
0,64,0.5,2.4,1153,2323.4078907499998,true,true
0,64,0.5,2.6,1215,2322.9064731500002,true,true
0,64,0.5,2.8,1269,2322.84970835,true,true
0,64,0.5,3.0,1362,2328.2983902,true,true
0,64,0.5,3.2,1388,2325.6000234499998,true,true
0,64,0.5,3.4,1449,2326.2388491,true,true
0,64,0.5,3.6,1506,2326.3873732,true,true
0,64,0.5,3.8,1516,2319.5756159499997,true,true
0,64,0.5,4.0,1635,2323.71510355,true,true
0,64,0.5,4.2,1681,2310.6247689,true,true
0,64,0.5,4.4,1717,2308.09603575,true,true
0,64,0.5,4.6,1796,2305.4516313999998,true,true
0,64,0.5,4.8,1834,2310.27981515,true,true
0,32,0.5,0.2,915,1137.7576421600002,true,true
0,32,0.5,0.4,607,951.6529392549999,true,true
0,32,0.5,0.6,494,869.3242897100001,true,true
0,32,0.5,0.8,509,856.3730975299999,true,true
0,32,0.5,1.0,510,824.1187701350002,true,true
0,32,0.5,1.2,540,814.6611279649999,true,true
0,32,0.5,1.4,560,802.94895266,true,true
0,32,0.5,1.6,622,810.571813035,true,true
0,32,0.5,1.8,661,806.92529184,true,true
0,32,0.5,2.0,643,789.5939261099999,true,true
0,32,0.5,2.2,699,786.6523525200001,true,true
0,32,0.5,2.4,703,781.6396591499999,true,true
0,32,0.5,2.6,741,770.9704325649999,true,true
0,32,0.5,2.8,809,776.0921325400001,true,true
0,32,0.5,3.0,863,782.7678095150001,true,true
0,32,0.5,3.2,872,782.6260163449999,true,true
0,32,0.5,3.4,924,775.9847668750001,true,true
0,32,0.5,3.6,938,780.65062601,true,true
0,32,0.5,3.8,991,771.299957895,true,true
0,32,0.5,4.0,973,770.15447949,true,true
0,32,0.5,4.2,1108,784.7782285200001,true,true
0,32,0.5,4.4,1073,773.98108072,true,true
0,32,0.5,4.6,1108,767.0044066499999,true,true
0,32,0.5,4.8,1162,768.28421542,true,true
